: error 482.133671, percentage 3.44%
Classifier[25] iteration 8104: error 372.334487, percentage 2.66%
Classifier[25] iteration 8105: error 372.333986, percentage 2.66%
Classifier[25] iteration 8106: error 372.333486, percentage 2.66%
Classifier[25] iteration 8107: error 372.332985, percentage 2.66%
Classifier[25] iteration 8108: error 372.332485, percentage 2.66%
Classifier[25] iteration 8109: error 372.331986, percentage 2.66%
Classifier[25] iteration 8110: error 372.331486, percentage 2.66%
Classifier[25] iteration 8111: error 372.330986, percentage 2.66%
Classifier[25] iteration 8112: error 372.330487, percentage 2.66%
Classifier[25] iteration 8113: error 372.329988, percentage 2.66%
Classifier[25] iteration 8114: error 372.329489, percentage 2.66%
Classifier[25] iteration 8115: error 372.328990, percentage 2.66%
Classifier[25] iteration 8116: error 372.328492, percentage 2.66%
Classifier[25] iteration 8117: error 372.327993, percentage 2.66%
Classifier[25] iteration 8118: error 372.327495, percentage 2.66%
Classifier[25] iteration 8119: error 372.326997, percentage 2.66%
Classifier[25] iteration 8120: error 372.326499, percentage 2.66%
Classifier[25] iteration 8121: error 372.326001, percentage 2.66%
Classifier[25] iteration 8122: error 372.325504, percentage 2.66%
Classifier[25] iteration 8123: error 372.325006, percentage 2.66%
Classifier[25] iteration 8124: error 372.324509, percentage 2.66%
Classifier[25] iteration 8125: error 372.324012, percentage 2.66%
Classifier[25] iteration 8126: error 372.323515, percentage 2.66%
Classifier[25] iteration 8127: error 372.323018, percentage 2.66%
Classifier[25] iteration 8128: error 372.322522, percentage 2.66%
Classifier[25] iteration 8129: error 372.322026, percentage 2.66%
Classifier[25] iteration 8130: error 372.321530, percentage 2.66%
Classifier[25] iteration 8131: error 372.321034, percentage 2.66%
Classifier[25] iteration 8132: error 372.320538, percentage 2.66%
Classifier[25] iteration 8133: error 372.320042, percentage 2.66%
Classifier[25] iteration 8134: error 372.319547, percentage 2.66%
Classifier[25] iteration 8135: error 372.319051, percentage 2.66%
Classifier[25] iteration 8136: error 372.318556, percentage 2.66%
Classifier[25] iteration 8137: error 372.318061, percentage 2.66%
Classifier[25] iteration 8138: error 372.317567, percentage 2.66%
Classifier[25] iteration 8139: error 372.317072, percentage 2.66%
Classifier[25] iteration 8140: error 372.316578, percentage 2.66%
Classifier[25] iteration 8141: error 372.316084, percentage 2.66%
Classifier[25] iteration 8142: error 372.315590, percentage 2.66%
Classifier[25] iteration 8143: error 372.315096, percentage 2.66%
Classifier[25] iteration 8144: error 372.314602, percentage 2.66%
Classifier[25] iteration 8145: error 372.314108, percentage 2.66%
Classifier[25] iteration 8146: error 372.313615, percentage 2.66%
Classifier[25] iteration 8147: error 372.313122, percentage 2.66%
Classifier[25] iteration 8148: error 372.312629, percentage 2.66%
Classifier[25] iteration 8149: error 372.312136, percentage 2.66%
Classifier[25] iteration 8150: error 372.311644, percentage 2.66%
Classifier[25] iteration 8151: error 372.311151, percentage 2.66%
Classifier[25] iteration 8152: error 372.310659, percentage 2.66%
Classifier[25] iteration 8153: error 372.310167, percentage 2.66%
Classifier[25] iteration 8154: error 372.309675, percentage 2.66%
Classifier[25] iteration 8155: error 372.309183, percentage 2.66%
Classifier[25] iteration 8156: error 372.308691, percentage 2.66%
Classifier[25] iteration 8157: error 372.308200, percentage 2.66%
Classifier[25] iteration 8158: error 372.307709, percentage 2.66%
Classifier[25] iteration 8159: error 372.307218, percentage 2.66%
Classifier[25] iteration 8160: error 372.306727, percentage 2.66%
Classifier[25] iteration 8161: error 372.306236, percentage 2.66%
Classifier[25] iteration 8162: error 372.305745, percentage 2.66%
Classifier[25] iteration 8163: error 372.305255, percentage 2.66%
Classifier[25] iteration 8164: error 372.304765, percentage 2.66%
Classifier[25] iteration 8165: error 372.304275, percentage 2.66%
Classifier[25] iteration 8166: error 372.303785, percentage 2.66%
Classifier[25] iteration 8167: error 372.303295, percentage 2.66%
Classifier[25] iteration 8168: error 372.302806, percentage 2.66%
Classifier[25] iteration 8169: error 372.302316, percentage 2.66%
Classifier[25] iteration 8170: error 372.301827, percentage 2.66%
Classifier[25] iteration 8171: error 372.301338, percentage 2.66%
Classifier[25] iteration 8172: error 372.300849, percentage 2.66%
Classifier[25] iteration 8173: error 372.300361, percentage 2.66%
Classifier[25] iteration 8174: error 372.299872, percentage 2.66%
Classifier[25] iteration 8175: error 372.299384, percentage 2.66%
Classifier[25] iteration 8176: error 372.298896, percentage 2.66%
Classifier[25] iteration 8177: error 372.298408, percentage 2.66%
Classifier[25] iteration 8178: error 372.297920, percentage 2.66%
Classifier[25] iteration 8179: error 372.297432, percentage 2.66%
Classifier[25] iteration 8180: error 372.296945, percentage 2.66%
Classifier[25] iteration 8181: error 372.296458, percentage 2.66%
Classifier[25] iteration 8182: error 372.295971, percentage 2.66%
Classifier[25] iteration 8183: error 372.295484, percentage 2.66%
Classifier[25] iteration 8184: error 372.294997, percentage 2.66%
Classifier[25] iteration 8185: error 372.294510, percentage 2.66%
Classifier[25] iteration 8186: error 372.294024, percentage 2.66%
Classifier[25] iteration 8187: error 372.293538, percentage 2.66%
Classifier[25] iteration 8188: error 372.293051, percentage 2.66%
Classifier[25] iteration 8189: error 372.292566, percentage 2.66%
Classifier[25] iteration 8190: error 372.292080, percentage 2.66%
Classifier[25] iteration 8191: error 372.291594, percentage 2.66%
Classifier[25] iteration 8192: error 372.291109, percentage 2.66%
Classifier[25] iteration 8193: error 372.290624, percentage 2.66%
Classifier[25] iteration 8194: error 372.290139, percentage 2.66%
Classifier[25] iteration 8195: error 372.289654, percentage 2.66%
Classifier[25] iteration 8196: error 372.289169, percentage 2.66%
Classifier[25] iteration 8197: error 372.288684, percentage 2.66%
Classifier[25] iteration 8198: error 372.288200, percentage 2.66%
Classifier[25] iteration 8199: error 372.287716, percentage 2.66%
Classifier[25] iteration 8200: error 372.287232, percentage 2.66%
Classifier[25] iteration 8201: error 372.286748, percentage 2.66%
Classifier[25] iteration 8202: error 372.286264, percentage 2.66%
Classifier[25] iteration 8203: error 372.285781, percentage 2.66%
Classifier[25] iteration 8204: error 372.285297, percentage 2.66%
Classifier[25] iteration 8205: error 372.284814, percentage 2.66%
Classifier[25] iteration 8206: error 372.284331, percentage 2.66%
Classifier[25] iteration 8207: error 372.283848, percentage 2.66%
Classifier[25] iteration 8208: error 372.283366, percentage 2.66%
Classifier[25] iteration 8209: error 372.282883, percentage 2.66%
Classifier[25] iteration 8210: error 372.282401, percentage 2.66%
Classifier[25] iteration 8211: error 372.281919, percentage 2.66%
Classifier[25] iteration 8212: error 372.281437, percentage 2.66%
Classifier[25] iteration 8213: error 372.280955, percentage 2.66%
Classifier[25] iteration 8214: error 372.280473, percentage 2.66%
Classifier[25] iteration 8215: error 372.279992, percentage 2.66%
Classifier[25] iteration 8216: error 372.279510, percentage 2.66%
Classifier[25] iteration 8217: error 372.279029, percentage 2.66%
Classifier[25] iteration 8218: error 372.278548, percentage 2.66%
Classifier[25] iteration 8219: error 372.278067, percentage 2.66%
Classifier[25] iteration 8220: error 372.277587, percentage 2.66%
Classifier[25] iteration 8221: error 372.277106, percentage 2.66%
Classifier[25] iteration 8222: error 372.276626, percentage 2.66%
Classifier[25] iteration 8223: error 372.276146, percentage 2.66%
Classifier[25] iteration 8224: error 372.275666, percentage 2.66%
Classifier[25] iteration 8225: error 372.275186, percentage 2.66%
Classifier[25] iteration 8226: error 372.274706, percentage 2.66%
Classifier[25] iteration 8227: error 372.274227, percentage 2.66%
Classifier[25] iteration 8228: error 372.273747, percentage 2.66%
Classifier[25] iteration 8229: error 372.273268, percentage 2.66%
Classifier[25] iteration 8230: error 372.272789, percentage 2.66%
Classifier[25] iteration 8231: error 372.272311, percentage 2.66%
Classifier[25] iteration 8232: error 372.271832, percentage 2.66%
Classifier[25] iteration 8233: error 372.271353, percentage 2.66%
Classifier[25] iteration 8234: error 372.270875, percentage 2.66%
Classifier[25] iteration 8235: error 372.270397, percentage 2.66%
Classifier[25] iteration 8236: error 372.269919, percentage 2.66%
Classifier[25] iteration 8237: error 372.269441, percentage 2.66%
Classifier[25] iteration 8238: error 372.268964, percentage 2.66%
Classifier[25] iteration 8239: error 372.268486, percentage 2.66%
Classifier[25] iteration 8240: error 372.268009, percentage 2.66%
Classifier[25] iteration 8241: error 372.267532, percentage 2.66%
Classifier[25] iteration 8242: error 372.267055, percentage 2.66%
Classifier[25] iteration 8243: error 372.266578, percentage 2.66%
Classifier[25] iteration 8244: error 372.266101, percentage 2.66%
Classifier[25] iteration 8245: error 372.265625, percentage 2.66%
Classifier[25] iteration 8246: error 372.265149, percentage 2.66%
Classifier[25] iteration 8247: error 372.264672, percentage 2.66%
Classifier[25] iteration 8248: error 372.264196, percentage 2.66%
Classifier[25] iteration 8249: error 372.263721, percentage 2.66%
Classifier[25] iteration 8250: error 372.263245, percentage 2.66%
Classifier[25] iteration 8251: error 372.262770, percentage 2.66%
Classifier[25] iteration 8252: error 372.262294, percentage 2.66%
Classifier[25] iteration 8253: error 372.261819, percentage 2.66%
Classifier[25] iteration 8254: error 372.261344, percentage 2.66%
Classifier[25] iteration 8255: error 372.260869, percentage 2.66%
Classifier[25] iteration 8256: error 372.260395, percentage 2.66%
Classifier[25] iteration 8257: error 372.259920, percentage 2.66%
Classifier[25] iteration 8258: error 372.259446, percentage 2.66%
Classifier[25] iteration 8259: error 372.258972, percentage 2.66%
Classifier[25] iteration 8260: error 372.258498, percentage 2.66%
Classifier[25] iteration 8261: error 372.258024, percentage 2.66%
Classifier[25] iteration 8262: error 372.257550, percentage 2.66%
Classifier[25] iteration 8263: error 372.257077, percentage 2.66%
Classifier[25] iteration 8264: error 372.256603, percentage 2.66%
Classifier[25] iteration 8265: error 372.256130, percentage 2.66%
Classifier[25] iteration 8266: error 372.255657, percentage 2.66%
Classifier[25] iteration 8267: error 372.255184, percentage 2.66%
Classifier[25] iteration 8268: error 372.254712, percentage 2.66%
Classifier[25] iteration 8269: error 372.254239, percentage 2.66%
Classifier[25] iteration 8270: error 372.253767, percentage 2.66%
Classifier[25] iteration 8271: error 372.253295, percentage 2.66%
Classifier[25] iteration 8272: error 372.252823, percentage 2.66%
Classifier[25] iteration 8273: error 372.252351, percentage 2.66%
Classifier[25] iteration 8274: error 372.251879, percentage 2.66%
Classifier[25] iteration 8275: error 372.251408, percentage 2.66%
Classifier[25] iteration 8276: error 372.250936, percentage 2.66%
Classifier[25] iteration 8277: error 372.250465, percentage 2.66%
Classifier[25] iteration 8278: error 372.249994, percentage 2.66%
Classifier[25] iteration 8279: error 372.249523, percentage 2.66%
Classifier[25] iteration 8280: error 372.249053, percentage 2.66%
Classifier[25] iteration 8281: error 372.248582, percentage 2.66%
Classifier[25] iteration 8282: error 372.248112, percentage 2.66%
Classifier[25] iteration 8283: error 372.247641, percentage 2.66%
Classifier[25] iteration 8284: error 372.247171, percentage 2.66%
Classifier[25] iteration 8285: error 372.246702, percentage 2.66%
Classifier[25] iteration 8286: error 372.246232, percentage 2.66%
Classifier[25] iteration 8287: error 372.245762, percentage 2.66%
Classifier[25] iteration 8288: error 372.245293, percentage 2.66%
Classifier[25] iteration 8289: error 372.244824, percentage 2.66%
Classifier[25] iteration 8290: error 372.244355, percentage 2.66%
Classifier[25] iteration 8291: error 372.243886, percentage 2.66%
Classifier[25] iteration 8292: error 372.243417, percentage 2.66%
Classifier[25] iteration 8293: error 372.242948, percentage 2.66%
Classifier[25] iteration 8294: error 372.242480, percentage 2.66%
Classifier[25] iteration 8295: error 372.242012, percentage 2.66%
Classifier[25] iteration 8296: error 372.241544, percentage 2.66%
Classifier[25] iteration 8297: error 372.241076, percentage 2.66%
Classifier[25] iteration 8298: error 372.240608, percentage 2.66%
Classifier[25] iteration 8299: error 372.240140, percentage 2.66%
Classifier[25] iteration 8300: error 372.239673, percentage 2.66%
Classifier[25] iteration 8301: error 372.239206, percentage 2.66%
Classifier[25] iteration 8302: error 372.238738, percentage 2.66%
Classifier[25] iteration 8303: error 372.238271, percentage 2.66%
Classifier[25] iteration 8304: error 372.237805, percentage 2.66%
Classifier[25] iteration 8305: error 372.237338, percentage 2.66%
Classifier[25] iteration 8306: error 372.236872, percentage 2.66%
Classifier[25] iteration 8307: error 372.236405, percentage 2.66%
Classifier[25] iteration 8308: error 372.235939, percentage 2.66%
Classifier[25] iteration 8309: error 372.235473, percentage 2.66%
Classifier[25] iteration 8310: error 372.235007, percentage 2.66%
Classifier[25] iteration 8311: error 372.234542, percentage 2.66%
Classifier[25] iteration 8312: error 372.234076, percentage 2.66%
Classifier[25] iteration 8313: error 372.233611, percentage 2.66%
Classifier[25] iteration 8314: error 372.233146, percentage 2.66%
Classifier[25] iteration 8315: error 372.232681, percentage 2.66%
Classifier[25] iteration 8316: error 372.232216, percentage 2.66%
Classifier[25] iteration 8317: error 372.231751, percentage 2.66%
Classifier[25] iteration 8318: error 372.231286, percentage 2.66%
Classifier[25] iteration 8319: error 372.230822, percentage 2.66%
Classifier[25] iteration 8320: error 372.230358, percentage 2.66%
Classifier[25] iteration 8321: error 372.229894, percentage 2.66%
Classifier[25] iteration 8322: error 372.229430, percentage 2.66%
Classifier[25] iteration 8323: error 372.228966, percentage 2.66%
Classifier[25] iteration 8324: error 372.228503, percentage 2.66%
Classifier[25] iteration 8325: error 372.228039, percentage 2.66%
Classifier[25] iteration 8326: error 372.227576, percentage 2.66%
Classifier[25] iteration 8327: error 372.227113, percentage 2.66%
Classifier[25] iteration 8328: error 372.226650, percentage 2.66%
Classifier[25] iteration 8329: error 372.226187, percentage 2.66%
Classifier[25] iteration 8330: error 372.225724, percentage 2.66%
Classifier[25] iteration 8331: error 372.225262, percentage 2.66%
Classifier[25] iteration 8332: error 372.224800, percentage 2.66%
Classifier[25] iteration 8333: error 372.224338, percentage 2.66%
Classifier[25] iteration 8334: error 372.223876, percentage 2.66%
Classifier[25] iteration 8335: error 372.223414, percentage 2.66%
Classifier[25] iteration 8336: error 372.222952, percentage 2.66%
Classifier[25] iteration 8337: error 372.222491, percentage 2.66%
Classifier[25] iteration 8338: error 372.222029, percentage 2.66%
Classifier[25] iteration 8339: error 372.221568, percentage 2.66%
Classifier[25] iteration 8340: error 372.221107, percentage 2.66%
Classifier[25] iteration 8341: error 372.220646, percentage 2.66%
Classifier[25] iteration 8342: error 372.220185, percentage 2.66%
Classifier[25] iteration 8343: error 372.219725, percentage 2.66%
Classifier[25] iteration 8344: error 372.219265, percentage 2.66%
Classifier[25] iteration 8345: error 372.218804, percentage 2.66%
Classifier[25] iteration 8346: error 372.218344, percentage 2.66%
Classifier[25] iteration 8347: error 372.217884, percentage 2.66%
Classifier[25] iteration 8348: error 372.217425, percentage 2.66%
Classifier[25] iteration 8349: error 372.216965, percentage 2.66%
Classifier[25] iteration 8350: error 372.216506, percentage 2.66%
Classifier[25] iteration 8351: error 372.216046, percentage 2.66%
Classifier[25] iteration 8352: error 372.215587, percentage 2.66%
Classifier[25] iteration 8353: error 372.215128, percentage 2.66%
Classifier[25] iteration 8354: error 372.214669, percentage 2.66%
Classifier[25] iteration 8355: error 372.214211, percentage 2.66%
Classifier[25] iteration 8356: error 372.213752, percentage 2.66%
Classifier[25] iteration 8357: error 372.213294, percentage 2.66%
Classifier[25] iteration 8358: error 372.212836, percentage 2.66%
Classifier[25] iteration 8359: error 372.212378, percentage 2.66%
Classifier[25] iteration 8360: error 372.211920, percentage 2.66%
Classifier[25] iteration 8361: error 372.211462, percentage 2.66%
Classifier[25] iteration 8362: error 372.211005, percentage 2.66%
Classifier[25] iteration 8363: error 372.210547, percentage 2.66%
Classifier[25] iteration 8364: error 372.210090, percentage 2.66%
Classifier[25] iteration 8365: error 372.209633, percentage 2.66%
Classifier[25] iteration 8366: error 372.209176, percentage 2.66%
Classifier[25] iteration 8367: error 372.208719, percentage 2.66%
Classifier[25] iteration 8368: error 372.208262, percentage 2.66%
Classifier[25] iteration 8369: error 372.207806, percentage 2.66%
Classifier[25] iteration 8370: error 372.207350, percentage 2.66%
Classifier[25] iteration 8371: error 372.206894, percentage 2.66%
Classifier[25] iteration 8372: error 372.206438, percentage 2.66%
Classifier[25] iteration 8373: error 372.205982, percentage 2.66%
Classifier[25] iteration 8374: error 372.205526, percentage 2.66%
Classifier[25] iteration 8375: error 372.205071, percentage 2.66%
Classifier[25] iteration 8376: error 372.204615, percentage 2.66%
Classifier[25] iteration 8377: error 372.204160, percentage 2.66%
Classifier[25] iteration 8378: error 372.203705, percentage 2.66%
Classifier[25] iteration 8379: error 372.203250, percentage 2.66%
Classifier[25] iteration 8380: error 372.202795, percentage 2.66%
Classifier[25] iteration 8381: error 372.202341, percentage 2.66%
Classifier[25] iteration 8382: error 372.201886, percentage 2.66%
Classifier[25] iteration 8383: error 372.201432, percentage 2.66%
Classifier[25] iteration 8384: error 372.200978, percentage 2.66%
Classifier[25] iteration 8385: error 372.200524, percentage 2.66%
Classifier[25] iteration 8386: error 372.200070, percentage 2.66%
Classifier[25] iteration 8387: error 372.199617, percentage 2.66%
Classifier[25] iteration 8388: error 372.199163, percentage 2.66%
Classifier[25] iteration 8389: error 372.198710, percentage 2.66%
Classifier[25] iteration 8390: error 372.198257, percentage 2.66%
Classifier[25] iteration 8391: error 372.197804, percentage 2.66%
Classifier[25] iteration 8392: error 372.197351, percentage 2.66%
Classifier[25] iteration 8393: error 372.196898, percentage 2.66%
Classifier[25] iteration 8394: error 372.196445, percentage 2.66%
Classifier[25] iteration 8395: error 372.195993, percentage 2.66%
Classifier[25] iteration 8396: error 372.195541, percentage 2.66%
Classifier[25] iteration 8397: error 372.195089, percentage 2.66%
Classifier[25] iteration 8398: error 372.194637, percentage 2.66%
Classifier[25] iteration 8399: error 372.194185, percentage 2.66%
Classifier[25] iteration 8400: error 372.193733, percentage 2.66%
Classifier[25] iteration 8401: error 372.193282, percentage 2.66%
Classifier[25] iteration 8402: error 372.192830, percentage 2.66%
Classifier[25] iteration 8403: error 372.192379, percentage 2.66%
Classifier[25] iteration 8404: error 372.191928, percentage 2.66%
Classifier[25] iteration 8405: error 372.191477, percentage 2.66%
Classifier[25] iteration 8406: error 372.191027, percentage 2.66%
Classifier[25] iteration 8407: error 372.190576, percentage 2.66%
Classifier[25] iteration 8408: error 372.190126, percentage 2.66%
Classifier[25] iteration 8409: error 372.189676, percentage 2.66%
Classifier[25] iteration 8410: error 372.189225, percentage 2.66%
Classifier[25] iteration 8411: error 372.188776, percentage 2.66%
Classifier[25] iteration 8412: error 372.188326, percentage 2.66%
Classifier[25] iteration 8413: error 372.187876, percentage 2.66%
Classifier[25] iteration 8414: error 372.187427, percentage 2.66%
Classifier[25] iteration 8415: error 372.186977, percentage 2.66%
Classifier[25] iteration 8416: error 372.186528, percentage 2.66%
Classifier[25] iteration 8417: error 372.186079, percentage 2.66%
Classifier[25] iteration 8418: error 372.185630, percentage 2.66%
Classifier[25] iteration 8419: error 372.185182, percentage 2.66%
Classifier[25] iteration 8420: error 372.184733, percentage 2.66%
Classifier[25] iteration 8421: error 372.184285, percentage 2.66%
Classifier[25] iteration 8422: error 372.183836, percentage 2.66%
Classifier[25] iteration 8423: error 372.183388, percentage 2.66%
Classifier[25] iteration 8424: error 372.182940, percentage 2.66%
Classifier[25] iteration 8425: error 372.182492, percentage 2.66%
Classifier[25] iteration 8426: error 372.182045, percentage 2.66%
Classifier[25] iteration 8427: error 372.181597, percentage 2.66%
Classifier[25] iteration 8428: error 372.181150, percentage 2.66%
Classifier[25] iteration 8429: error 372.180703, percentage 2.66%
Classifier[25] iteration 8430: error 372.180256, percentage 2.66%
Classifier[25] iteration 8431: error 372.179809, percentage 2.66%
Classifier[25] iteration 8432: error 372.179362, percentage 2.66%
Classifier[25] iteration 8433: error 372.178916, percentage 2.66%
Classifier[25] iteration 8434: error 372.178469, percentage 2.66%
Classifier[25] iteration 8435: error 372.178023, percentage 2.66%
Classifier[25] iteration 8436: error 372.177577, percentage 2.66%
Classifier[25] iteration 8437: error 372.177131, percentage 2.66%
Classifier[25] iteration 8438: error 372.176685, percentage 2.66%
Classifier[25] iteration 8439: error 372.176239, percentage 2.66%
Classifier[25] iteration 8440: error 372.175794, percentage 2.66%
Classifier[25] iteration 8441: error 372.175348, percentage 2.66%
Classifier[25] iteration 8442: error 372.174903, percentage 2.66%
Classifier[25] iteration 8443: error 372.174458, percentage 2.66%
Classifier[25] iteration 8444: error 372.174013, percentage 2.66%
Classifier[25] iteration 8445: error 372.173568, percentage 2.66%
Classifier[25] iteration 8446: error 372.173124, percentage 2.66%
Classifier[25] iteration 8447: error 372.172679, percentage 2.66%
Classifier[25] iteration 8448: error 372.172235, percentage 2.66%
Classifier[25] iteration 8449: error 372.171791, percentage 2.66%
Classifier[25] iteration 8450: error 372.171347, percentage 2.66%
Classifier[25] iteration 8451: error 372.170903, percentage 2.66%
Classifier[25] iteration 8452: error 372.170459, percentage 2.66%
Classifier[25] iteration 8453: error 372.170016, percentage 2.66%
Classifier[25] iteration 8454: error 372.169572, percentage 2.66%
Classifier[25] iteration 8455: error 372.169129, percentage 2.66%
Classifier[25] iteration 8456: error 372.168686, percentage 2.66%
Classifier[25] iteration 8457: error 372.168243, percentage 2.66%
Classifier[25] iteration 8458: error 372.167800, percentage 2.66%
Classifier[25] iteration 8459: error 372.167358, percentage 2.66%
Classifier[25] iteration 8460: error 372.166915, percentage 2.66%
Classifier[25] iteration 8461: error 372.166473, percentage 2.66%
Classifier[25] iteration 8462: error 372.166030, percentage 2.66%
Classifier[25] iteration 8463: error 372.165588, percentage 2.66%
Classifier[25] iteration 8464: error 372.165147, percentage 2.66%
Classifier[25] iteration 8465: error 372.164705, percentage 2.66%
Classifier[25] iteration 8466: error 372.164263, percentage 2.66%
Classifier[25] iteration 8467: error 372.163822, percentage 2.66%
Classifier[25] iteration 8468: error 372.163380, percentage 2.66%
Classifier[25] iteration 8469: error 372.162939, percentage 2.66%
Classifier[25] iteration 8470: error 372.162498, percentage 2.66%
Classifier[25] iteration 8471: error 372.162057, percentage 2.66%
Classifier[25] iteration 8472: error 372.161617, percentage 2.66%
Classifier[25] iteration 8473: error 372.161176, percentage 2.66%
Classifier[25] iteration 8474: error 372.160736, percentage 2.66%
Classifier[25] iteration 8475: error 372.160295, percentage 2.66%
Classifier[25] iteration 8476: error 372.159855, percentage 2.66%
Classifier[25] iteration 8477: error 372.159415, percentage 2.66%
Classifier[25] iteration 8478: error 372.158976, percentage 2.66%
Classifier[25] iteration 8479: error 372.158536, percentage 2.66%
Classifier[25] iteration 8480: error 372.158096, percentage 2.66%
Classifier[25] iteration 8481: error 372.157657, percentage 2.66%
Classifier[25] iteration 8482: error 372.157218, percentage 2.66%
Classifier[25] iteration 8483: error 372.156779, percentage 2.66%
Classifier[25] iteration 8484: error 372.156340, percentage 2.66%
Classifier[25] iteration 8485: error 372.155901, percentage 2.66%
Classifier[25] iteration 8486: error 372.155462, percentage 2.66%
Classifier[25] iteration 8487: error 372.155024, percentage 2.66%
Classifier[25] iteration 8488: error 372.154586, percentage 2.66%
Classifier[25] iteration 8489: error 372.154147, percentage 2.66%
Classifier[25] iteration 8490: error 372.153709, percentage 2.66%
Classifier[25] iteration 8491: error 372.153271, percentage 2.66%
Classifier[25] iteration 8492: error 372.152834, percentage 2.66%
Classifier[25] iteration 8493: error 372.152396, percentage 2.66%
Classifier[25] iteration 8494: error 372.151959, percentage 2.66%
Classifier[25] iteration 8495: error 372.151521, percentage 2.66%
Classifier[25] iteration 8496: error 372.151084, percentage 2.66%
Classifier[25] iteration 8497: error 372.150647, percentage 2.66%
Classifier[25] iteration 8498: error 372.150210, percentage 2.66%
Classifier[25] iteration 8499: error 372.149774, percentage 2.66%
Classifier[25] iteration 8500: error 372.149337, percentage 2.66%
Classifier[25] iteration 8501: error 372.148901, percentage 2.66%
Classifier[25] iteration 8502: error 372.148464, percentage 2.66%
Classifier[25] iteration 8503: error 372.148028, percentage 2.66%
Classifier[25] iteration 8504: error 372.147592, percentage 2.66%
Classifier[25] iteration 8505: error 372.147156, percentage 2.66%
Classifier[25] iteration 8506: error 372.146721, percentage 2.66%
Classifier[25] iteration 8507: error 372.146285, percentage 2.66%
Classifier[25] iteration 8508: error 372.145850, percentage 2.66%
Classifier[25] iteration 8509: error 372.145415, percentage 2.66%
Classifier[25] iteration 8510: error 372.144979, percentage 2.66%
Classifier[25] iteration 8511: error 372.144545, percentage 2.66%
Classifier[25] iteration 8512: error 372.144110, percentage 2.66%
Classifier[25] iteration 8513: error 372.143675, percentage 2.66%
Classifier[25] iteration 8514: error 372.143241, percentage 2.66%
Classifier[25] iteration 8515: error 372.142806, percentage 2.66%
Classifier[25] iteration 8516: error 372.142372, percentage 2.66%
Classifier[25] iteration 8517: error 372.141938, percentage 2.66%
Classifier[25] iteration 8518: error 372.141504, percentage 2.66%
Classifier[25] iteration 8519: error 372.141070, percentage 2.66%
Classifier[25] iteration 8520: error 372.140637, percentage 2.66%
Classifier[25] iteration 8521: error 372.140203, percentage 2.66%
Classifier[25] iteration 8522: error 372.139770, percentage 2.66%
Classifier[25] iteration 8523: error 372.139337, percentage 2.66%
Classifier[25] iteration 8524: error 372.138903, percentage 2.66%
Classifier[25] iteration 8525: error 372.138471, percentage 2.66%
Classifier[25] iteration 8526: error 372.138038, percentage 2.66%
Classifier[25] iteration 8527: error 372.137605, percentage 2.66%
Classifier[25] iteration 8528: error 372.137173, percentage 2.66%
Classifier[25] iteration 8529: error 372.136740, percentage 2.66%
Classifier[25] iteration 8530: error 372.136308, percentage 2.66%
Classifier[25] iteration 8531: error 372.135876, percentage 2.66%
Classifier[25] iteration 8532: error 372.135444, percentage 2.66%
Classifier[25] iteration 8533: error 372.135013, percentage 2.66%
Classifier[25] iteration 8534: error 372.134581, percentage 2.66%
Classifier[25] iteration 8535: error 372.134149, percentage 2.66%
Classifier[25] iteration 8536: error 372.133718, percentage 2.66%
Classifier[25] iteration 8537: error 372.133287, percentage 2.66%
Classifier[25] iteration 8538: error 372.132856, percentage 2.66%
Classifier[25] iteration 8539: error 372.132425, percentage 2.66%
Classifier[25] iteration 8540: error 372.131994, percentage 2.66%
Classifier[25] iteration 8541: error 372.131564, percentage 2.66%
Classifier[25] iteration 8542: error 372.131133, percentage 2.66%
Classifier[25] iteration 8543: error 372.130703, percentage 2.66%
Classifier[25] iteration 8544: error 372.130273, percentage 2.66%
Classifier[25] iteration 8545: error 372.129843, percentage 2.66%
Classifier[25] iteration 8546: error 372.129413, percentage 2.66%
Classifier[25] iteration 8547: error 372.128983, percentage 2.66%
Classifier[25] iteration 8548: error 372.128554, percentage 2.66%
Classifier[25] iteration 8549: error 372.128124, percentage 2.66%
Classifier[25] iteration 8550: error 372.127695, percentage 2.66%
Classifier[25] iteration 8551: error 372.127266, percentage 2.66%
Classifier[25] iteration 8552: error 372.126837, percentage 2.66%
Classifier[25] iteration 8553: error 372.126408, percentage 2.66%
Classifier[25] iteration 8554: error 372.125979, percentage 2.66%
Classifier[25] iteration 8555: error 372.125551, percentage 2.66%
Classifier[25] iteration 8556: error 372.125122, percentage 2.66%
Classifier[25] iteration 8557: error 372.124694, percentage 2.66%
Classifier[25] iteration 8558: error 372.124266, percentage 2.66%
Classifier[25] iteration 8559: error 372.123838, percentage 2.66%
Classifier[25] iteration 8560: error 372.123410, percentage 2.66%
Classifier[25] iteration 8561: error 372.122982, percentage 2.66%
Classifier[25] iteration 8562: error 372.122555, percentage 2.66%
Classifier[25] iteration 8563: error 372.122127, percentage 2.66%
Classifier[25] iteration 8564: error 372.121700, percentage 2.66%
Classifier[25] iteration 8565: error 372.121273, percentage 2.66%
Classifier[25] iteration 8566: error 372.120846, percentage 2.66%
Classifier[25] iteration 8567: error 372.120419, percentage 2.66%
Classifier[25] iteration 8568: error 372.119992, percentage 2.66%
Classifier[25] iteration 8569: error 372.119566, percentage 2.66%
